"","SampleID","Poligono","Sitio","Transecto","Season","LIB","Method","beta"
"233","512D","P5","S1","T2","Dry",4,"AISC",0.884892086330935
"234","512D","P5","S1","T2","Dry",4,"AJIS",0.853403141361257
"235","513D","P5","S1","T3","Dry",4,"OC",0.818368745716244
"236","513D","P5","S1","T3","Dry",4,"OIM",0.841642228739003
"237","513D","P5","S1","T3","Dry",4,"OISM",0.827659574468085
"238","513D","P5","S1","T3","Dry",4,"OJIS",0.825994694960212
"239","513D","P5","S1","T3","Dry",4,"OISS",0.845070422535211
"240","513D","P5","S1","T3","Dry",4,"AC",0.871186440677966
"241","513D","P5","S1","T3","Dry",4,"AISM",0.833333333333333
"242","513D","P5","S1","T3","Dry",4,"AISC",0.871232876712329
"243","513D","P5","S1","T3","Dry",4,"AJIS",0.829656862745098
"244","521D","P5","S2","T1","Dry",4,"OC",0.827830188679245
"245","521D","P5","S2","T1","Dry",4,"OIM",0.835164835164835
"246","521D","P5","S2","T1","Dry",4,"OISM",0.816265060240964
"247","521D","P5","S2","T1","Dry",4,"OJIS",0.815737051792829
"248","521D","P5","S2","T1","Dry",4,"OISS",0.822916666666667
"249","521D","P5","S2","T1","Dry",4,"AC",0.900662251655629
"250","521D","P5","S2","T1","Dry",4,"AISM",0.843478260869565
"251","521D","P5","S2","T1","Dry",4,"AISC",0.901477832512315
"252","521D","P5","S2","T1","Dry",4,"AJIS",0.840425531914894
"253","522D","P5","S2","T2","Dry",4,"OC",0.811881188118812
"254","522D","P5","S2","T2","Dry",4,"OIM",0.830605564648118
"255","522D","P5","S2","T2","Dry",4,"OISM",0.820143884892086
"256","522D","P5","S2","T2","Dry",4,"OJIS",0.822064056939502
"257","522D","P5","S2","T2","Dry",4,"OISS",0.774725274725275
"258","522D","P5","S2","T2","Dry",4,"AC",0.878378378378378
"259","522D","P5","S2","T2","Dry",4,"AISM",0.82807570977918
"260","522D","P5","S2","T2","Dry",4,"AISC",0.877076411960133
"261","522D","P5","S2","T2","Dry",4,"AJIS",0.827315541601256
"262","523D","P5","S2","T3","Dry",4,"OC",0.812829525483304
"263","523D","P5","S2","T3","Dry",4,"OIM",0.827862289831865
"264","523D","P5","S2","T3","Dry",4,"OISM",0.80551724137931
"265","523D","P5","S2","T3","Dry",4,"OJIS",0.804186360567184
"266","523D","P5","S2","T3","Dry",4,"OISS",0.824561403508772
"267","523D","P5","S2","T3","Dry",4,"AC",0.869158878504673
"268","523D","P5","S2","T3","Dry",4,"AISM",0.797364085667216
"269","523D","P5","S2","T3","Dry",4,"AISC",0.866197183098592
"270","523D","P5","S2","T3","Dry",4,"AJIS",0.792270531400966
"271","611D","P6","S1","T1","Dry",4,"OC",0.81893313298272
"272","611D","P6","S1","T1","Dry",4,"OIM",0.841237113402062
"273","611D","P6","S1","T1","Dry",4,"OISM",0.812736443883985
"274","611D","P6","S1","T1","Dry",4,"OJIS",0.811083123425693
"275","611D","P6","S1","T1","Dry",4,"OISS",0.82183908045977
"276","611D","P6","S1","T1","Dry",4,"AC",0.863157894736842
"277","611D","P6","S1","T1","Dry",4,"AISM",0.827697262479871
"278","611D","P6","S1","T1","Dry",4,"AISC",0.87843137254902
"279","611D","P6","S1","T1","Dry",4,"AJIS",0.829073482428115
"280","612D","P6","S1","T2","Dry",4,"OC",0.831670822942643
"281","612D","P6","S1","T2","Dry",4,"OIM",0.846506300114548
"282","612D","P6","S1","T2","Dry",4,"OISM",0.842767295597484
"283","612D","P6","S1","T2","Dry",4,"OJIS",0.842159916926272
"284","612D","P6","S1","T2","Dry",4,"OISS",0.829268292682927
"285","612D","P6","S1","T2","Dry",4,"AC",0.928
"286","612D","P6","S1","T2","Dry",4,"AISM",0.85378590078329
"287","612D","P6","S1","T2","Dry",4,"AISC",0.91304347826087
"288","612D","P6","S1","T2","Dry",4,"AJIS",0.856777493606138
"289","613D","P6","S1","T3","Dry",5,"OC",0.825192802056555
"290","613D","P6","S1","T3","Dry",5,"OIM",0.843982169390788
"291","613D","P6","S1","T3","Dry",5,"OISM",0.819618169848585
"292","613D","P6","S1","T3","Dry",5,"OJIS",0.820012995451592
"293","613D","P6","S1","T3","Dry",5,"OISS",0.823232323232323
"294","613D","P6","S1","T3","Dry",5,"AC",0.865921787709497
"295","613D","P6","S1","T3","Dry",5,"AISM",0.843065693430657
"296","613D","P6","S1","T3","Dry",5,"AISC",0.868085106382979
"297","613D","P6","S1","T3","Dry",5,"AJIS",0.839350180505415
"298","621D","P6","S2","T1","Dry",5,"OC",0.795228628230616
"299","621D","P6","S2","T1","Dry",5,"OIM",0.81551724137931
"300","621D","P6","S2","T1","Dry",5,"OISM",0.79595015576324
"301","621D","P6","S2","T1","Dry",5,"OJIS",0.794891640866873
"302","621D","P6","S2","T1","Dry",5,"OISS",0.742574257425743
"303","621D","P6","S2","T1","Dry",5,"AC",0.89237668161435
"304","621D","P6","S2","T1","Dry",5,"AISM",0.784530386740331
"305","621D","P6","S2","T1","Dry",5,"AISC",0.868131868131868
"306","621D","P6","S2","T1","Dry",5,"AJIS",0.785063752276867
"307","622D","P6","S2","T2","Dry",5,"OC",0.791179117911791
"308","622D","P6","S2","T2","Dry",5,"OIM",0.799837266069976
"309","622D","P6","S2","T2","Dry",5,"OISM",0.776152158010241
"310","622D","P6","S2","T2","Dry",5,"OJIS",0.776734104046243
"311","622D","P6","S2","T2","Dry",5,"OISS",0.75
"312","622D","P6","S2","T2","Dry",5,"AC",0.85531914893617
"313","622D","P6","S2","T2","Dry",5,"AISM",0.799657534246575
"314","622D","P6","S2","T2","Dry",5,"AISC",0.845070422535211
"315","622D","P6","S2","T2","Dry",5,"AJIS",0.799325463743676
"316","623D","P6","S2","T3","Dry",5,"OC",0.826844262295082
"317","623D","P6","S2","T3","Dry",5,"OIM",0.836752899197145
"318","623D","P6","S2","T3","Dry",5,"OISM",0.822169059011164
"319","623D","P6","S2","T3","Dry",5,"OJIS",0.820836621941594
"320","623D","P6","S2","T3","Dry",5,"OISS",0.847682119205298
"321","623D","P6","S2","T3","Dry",5,"AC",0.864130434782609
"322","623D","P6","S2","T3","Dry",5,"AISM",0.812121212121212
"323","623D","P6","S2","T3","Dry",5,"AISC",0.851351351351351
"324","623D","P6","S2","T3","Dry",5,"AJIS",0.815109343936382
