#OTU ID	111D	111R	112D	112R	113D	113R	121D	121R	122D	122R	123D	123R	211D	211R	212D	212R	213D	213R	221D	221R	222D	222R	223D	223R	311D	311R	312D	312R	313D	313R	321D	321R	322D	322R	323D	323R	411D	411R	412D	412R	413D	413R	421D	421R	422D	422R	423D	423R	511D	511R	512D	512R	513D	513R	521D	521R	522D	522R	523D	523R	611D	611R	612D	612R	613D	613R	621D	621R	622D	622R	623D	623R	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking
48f0012a2f9fbf7e2ee098a0b5bfdf66a31de730	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
5de628896a0a72fc4429f2870eaf4362ebd8e195	0	0	0	18	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp; sh__SH2034188.09FU"	Rhizophydium	13	 Pathotroph-Pathotroph-Saprotroph	|Algal Parasite|-Plant Pathogen-Plant Saprotroph-Protist Parasite-Undefined Saprotroph	Chytrid-Microfungus	NULL	Probable
dc1192f614c0ff92f20bed80fd52d5e207fe30ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	7	0	4	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1501222.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
d0d2667b8d68a4eb2f8de98963bdea478947b16a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
a44384def6032e5056aa925f552a1c227bd56951	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1538809.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
98c9737e2c4c1c474487f960e5b8ba469c0bf0f7	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1539199.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
908dea05c4f11002f54aaae62fbc6dd76741c15d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1501214.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
9d41a35024d47a4ccac4064241e338ed8cc8a018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
da21e7a891275f2c92efa2d0ce7edaad65d7c55d	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp; sh__SH2034188.09FU"	Rhizophydium	13	 Pathotroph-Pathotroph-Saprotroph	|Algal Parasite|-Plant Pathogen-Plant Saprotroph-Protist Parasite-Undefined Saprotroph	Chytrid-Microfungus	NULL	Probable
2165bb18637a1d718ba0d487711b2a31d0ddf98e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1538994.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
525e54dc5c45132712041b38a789af9cd69ca298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
6a633bec6f0abb7b4bc79d0d1fb6b7702f128c65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
c045e0b1ea1e140de7a119fb5cb1fc74f910e542	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1539085.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
f651791eed427fdd55a3d73291a8860390c08912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__Rhizophydium_sp; sh__SH2036851.09FU"	Rhizophydium	13	 Pathotroph-Pathotroph-Saprotroph	|Algal Parasite|-Plant Pathogen-Plant Saprotroph-Protist Parasite-Undefined Saprotroph	Chytrid-Microfungus	NULL	Probable
7cd6f3f4f823008699c184f4a56a03ac2e9780e7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
a698863b4ee3dcefe017d982192e96d17e1a2e7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp; sh__SH1539072.09FU"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
5a17f51862f2a7adbb44df202a0e4666bb28dca3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__Venturia_sp"	Venturia	13	 Pathotroph-Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph	Microfungus	NULL	Probable
88d79bb73f6b0c6b67bc9d20231d103aa90dccf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus"	Aspergillus	13	 Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	Microfungus	NULL	Probable
7ef303f6b1ac991b913cf3746a9fdb3bec5498d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_longistipitatus; sh__SH1453122.09FU"	Aspergillus	13	 Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-|Undefined Saprotroph|-Wood Saprotroph	Microfungus	NULL	Probable
455ef94e1046fde0626f78f39f7fb279e4cf399f	0	17	0	10	20	47	0	0	6	18	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	9	6	0	0	0	0	12	0	6	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Dothiora; s__Dothiora_sp; sh__SH1969032.09FU"	Dothiora	13	 Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Microfungus	NULL	Probable
5d76e52d15c14575a51616abcc0f3169d1824f29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	9	6	26	0	11	5	0	0	33	0	0	0	0	0	17	17	20	0	0	0	3	4	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp; sh__SH1517155.09FU"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
c307de5359588ef34264347c83b247a2d548a85a	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	10	4	8	19	0	2	4	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Mariannaea"	Mariannaea	13	 Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Microfungus	NULL	Probable
0a126eccd631c8eb8b42b9113401296cd36d0783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__Agaricus_sp"	Agaricus	13	 Saprotroph	|Undefined Saprotroph|	Agaricoid-Gasteroid-Secotioid	NULL	Probable
1cd2a842c489fab46dea4a494bdf22cf3c697555	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	0	25	0	4	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp; sh__SH1655754.09FU"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
dcbc29ffbddf49307924ff040f8b71d83d7912e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcoscyphaceae; g__Desmazierella; s__Desmazierella_acicola; sh__SH1348489.09FU"	Desmazierella	13	 Saprotroph	|Plant Saprotroph|-Undefined Saprotroph	Microfungus	NULL	Probable
a248d56f7edca2ee8bd947a9fef198285779d019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_hiemalis; sh__SH2027801.09FU"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
fa5ef82a8c0f0dee95d5afc72c34a5e5d23d2b70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_hiemalis; sh__SH2027801.09FU"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
f3e0681fa72a4c96118852747e0681e39fb7067c	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
30aa60f9bb33f8ec2a2da85cb4b86d10457e6a02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__Agaricus_sp; sh__SH1914296.09FU"	Agaricus	13	 Saprotroph	|Undefined Saprotroph|	Agaricoid-Gasteroid-Secotioid	NULL	Probable
3c20c22d732a718eb3cf4f1a1a1f78de9c092301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Aleuria; s__Aleuria_sp"	Aleuria	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
cd29e2a2ac706e0131d1c3d6984c58ae22f716ea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_sp; sh__SH1655754.09FU"	Mucor	13	 Saprotroph	|Undefined Saprotroph|	Microfungus	NULL	Probable
f67552eb287594503426270e8a7f34d07b956451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Ascomycota; c__Geoglossomycetes; o__Geoglossales; f__Geoglossaceae; g__Microglossum; s__Microglossum_sp"	Microglossum	13	 Saprotroph	|Plant Saprotroph|-Undefined Saprotroph	Microfungus	NULL	Probable
632ace0c0498bd1a32a5de3db64cc32b660415f4	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus; s__Agaricus_pocillator; sh__SH1915013.09FU"	Agaricus	13	 Saprotroph	|Undefined Saprotroph|	Agaricoid-Gasteroid-Secotioid	NULL	Probable
