"","SampleID","Poligono","Sitio","Transecto","Season","LIB","Method","beta"
"85","221D","P2","S2","T1","Dry",2,"OJIS",0.0468927756653993
"86","221D","P2","S2","T1","Dry",2,"OISS",0.00240891297801871
"87","221D","P2","S2","T1","Dry",2,"AC",0.0160287273310864
"88","221D","P2","S2","T1","Dry",2,"AISM",0.0465686274509804
"89","221D","P2","S2","T1","Dry",2,"AISC",0.0184327624566668
"90","221D","P2","S2","T1","Dry",2,"AJIS",0.04519368723099
"91","222D","P2","S2","T2","Dry",2,"OC",0.0813403342763079
"92","222D","P2","S2","T2","Dry",2,"OIM",0.0738510612360996
"93","222D","P2","S2","T2","Dry",2,"OISM",0.0992979662734312
"94","222D","P2","S2","T2","Dry",2,"OJIS",0.0982264313594597
"95","222D","P2","S2","T2","Dry",2,"OISS",0.057647535175625
"96","222D","P2","S2","T2","Dry",2,"AC",0.057631822386679
"97","222D","P2","S2","T2","Dry",2,"AISM",0.0847076461769115
"98","222D","P2","S2","T2","Dry",2,"AISC",0.0500784929356358
"99","222D","P2","S2","T2","Dry",2,"AJIS",0.0855071925983648
"100","223D","P2","S2","T3","Dry",2,"OC",0.0216250552364118
"101","223D","P2","S2","T3","Dry",2,"OIM",0.0337866179554833
"102","223D","P2","S2","T3","Dry",2,"OISM",0.0426812931650392
"103","223D","P2","S2","T3","Dry",2,"OJIS",0.0413135117447404
"104","223D","P2","S2","T3","Dry",2,"OISS",0.039795757224825
"105","223D","P2","S2","T3","Dry",2,"AC",0.0343137254901961
"106","223D","P2","S2","T3","Dry",2,"AISM",0.0447343895619757
"107","223D","P2","S2","T3","Dry",2,"AISC",0.0310421286031042
"108","223D","P2","S2","T3","Dry",2,"AJIS",0.0444351508181295
"109","311D","P3","S1","T1","Dry",2,"OC",0.0203969656797761
"110","311D","P3","S1","T1","Dry",2,"OIM",0.0165964059876389
"111","311D","P3","S1","T1","Dry",2,"OISM",0.0172011130694576
"112","311D","P3","S1","T1","Dry",2,"OJIS",0.018069021051008
"113","311D","P3","S1","T1","Dry",2,"OISS",0.0608983451536643
"114","311D","P3","S1","T1","Dry",2,"AC",0.010066806991855
"115","311D","P3","S1","T1","Dry",2,"AISM",0.0115722266560256
"116","311D","P3","S1","T1","Dry",2,"AISC",0.0055921052631579
"117","311D","P3","S1","T1","Dry",2,"AJIS",0.0122527538622811
"118","312D","P3","S1","T2","Dry",2,"OC",0.0381402009662066
"119","312D","P3","S1","T2","Dry",2,"OIM",0.0336045894866139
"120","312D","P3","S1","T2","Dry",2,"OISM",0.0272668468593342
"121","312D","P3","S1","T2","Dry",2,"OJIS",0.0275932549821155
"122","312D","P3","S1","T2","Dry",2,"OISS",0.00376037719475864
"123","312D","P3","S1","T2","Dry",2,"AC",0.00814560264732089
"124","312D","P3","S1","T2","Dry",2,"AISM",0.0229947397654131
"125","312D","P3","S1","T2","Dry",2,"AISC",0.0120479446412389
"126","312D","P3","S1","T2","Dry",2,"AJIS",0.0237614412551963
"127","313D","P3","S1","T3","Dry",2,"OC",0.0399409670164917
"128","313D","P3","S1","T3","Dry",2,"OIM",0.0394210836249778
"129","313D","P3","S1","T3","Dry",2,"OISM",0.0429823639459357
"130","313D","P3","S1","T3","Dry",2,"OJIS",0.0438180431315442
"131","313D","P3","S1","T3","Dry",2,"OISS",0.00885780885780885
"132","313D","P3","S1","T3","Dry",2,"AC",0.0227005367252407
"133","313D","P3","S1","T3","Dry",2,"AISM",0.0430132259919495
"134","313D","P3","S1","T3","Dry",2,"AISC",0.0310453056768559
"135","313D","P3","S1","T3","Dry",2,"AJIS",0.0444048813470598
"136","321D","P3","S2","T1","Dry",2,"OC",0.0399384401093857
"137","321D","P3","S2","T1","Dry",2,"OIM",0.0363275209299846
"138","321D","P3","S2","T1","Dry",2,"OISM",0.036710427088976
"139","321D","P3","S2","T1","Dry",2,"OJIS",0.0357765786389774
"140","321D","P3","S2","T1","Dry",2,"OISS",0.013953488372093
"141","321D","P3","S2","T1","Dry",2,"AC",0.00867064808670648
"142","321D","P3","S2","T1","Dry",2,"AISM",0.0276364150409952
"143","321D","P3","S2","T1","Dry",2,"AISC",0.0107903405701243
"144","321D","P3","S2","T1","Dry",2,"AJIS",0.0269657172096196
"145","322D","P3","S2","T2","Dry",3,"OC",0.0099074367975136
"146","322D","P3","S2","T2","Dry",3,"OIM",0.0158898457532408
"147","322D","P3","S2","T2","Dry",3,"OISM",0.0143783749241142
"148","322D","P3","S2","T2","Dry",3,"OJIS",0.0144424812677009
"149","322D","P3","S2","T2","Dry",3,"OISS",0.0368490009826401
"150","322D","P3","S2","T2","Dry",3,"AC",0.00333333333333341
"151","322D","P3","S2","T2","Dry",3,"AISM",0.0127073884137903
"152","322D","P3","S2","T2","Dry",3,"AISC",0.0108152068362789
"153","322D","P3","S2","T2","Dry",3,"AJIS",0.0125394225320332
"154","323D","P3","S2","T3","Dry",3,"OC",0.115479348237969
"155","323D","P3","S2","T3","Dry",3,"OIM",0.123047241631036
"156","323D","P3","S2","T3","Dry",3,"OISM",0.130425416582074
"157","323D","P3","S2","T3","Dry",3,"OJIS",0.13105422867705
"158","323D","P3","S2","T3","Dry",3,"OISS",0.0939407782715229
"159","323D","P3","S2","T3","Dry",3,"AC",0.0707041437264562
"160","323D","P3","S2","T3","Dry",3,"AISM",0.142867054314788
"161","323D","P3","S2","T3","Dry",3,"AISC",0.0971757411427867
"162","323D","P3","S2","T3","Dry",3,"AJIS",0.148008662084549
"163","411D","P4","S1","T1","Dry",3,"OC",0.1352446593796
"164","411D","P4","S1","T1","Dry",3,"OIM",0.136102135614612
"165","411D","P4","S1","T1","Dry",3,"OISM",0.136092078877005
"166","411D","P4","S1","T1","Dry",3,"OJIS",0.136922818283595
"167","411D","P4","S1","T1","Dry",3,"OISS",0.0570044709388972
"168","411D","P4","S1","T1","Dry",3,"AC",0.0900513992004569
"169","411D","P4","S1","T1","Dry",3,"AISM",0.153060082304527
"170","411D","P4","S1","T1","Dry",3,"AISC",0.111096562603269
"171","411D","P4","S1","T1","Dry",3,"AJIS",0.154530218424742
"172","412D","P4","S1","T2","Dry",3,"OC",0.0908306529671404
"173","412D","P4","S1","T2","Dry",3,"OIM",0.0897819338229727
"174","412D","P4","S1","T2","Dry",3,"OISM",0.0996718770921804
"175","412D","P4","S1","T2","Dry",3,"OJIS",0.10383194526417
"176","412D","P4","S1","T2","Dry",3,"OISS",0.104781704781705
"177","412D","P4","S1","T2","Dry",3,"AC",0.0545217391304348
"178","412D","P4","S1","T2","Dry",3,"AISM",0.0768803175537056
"179","412D","P4","S1","T2","Dry",3,"AISC",0.0588235294117646
"180","412D","P4","S1","T2","Dry",3,"AJIS",0.0778388278388279
"181","413D","P4","S1","T3","Dry",3,"OC",0.0501631481699887
"182","413D","P4","S1","T3","Dry",3,"OIM",0.041646614107085
"183","413D","P4","S1","T3","Dry",3,"OISM",0.0387187463610201
"184","413D","P4","S1","T3","Dry",3,"OJIS",0.0389202112296296
"185","413D","P4","S1","T3","Dry",3,"OISS",0.0719775654341505
"186","413D","P4","S1","T3","Dry",3,"AC",0.0126146788990825
"187","413D","P4","S1","T3","Dry",3,"AISM",0.0568682564149061
"188","413D","P4","S1","T3","Dry",3,"AISC",0.0217948717948717
"189","413D","P4","S1","T3","Dry",3,"AJIS",0.0605090311986863
"190","421D","P4","S2","T1","Dry",3,"OC",0.0631020679223008
"191","421D","P4","S2","T1","Dry",3,"OIM",0.0809875951539739
"192","421D","P4","S2","T1","Dry",3,"OISM",0.0830452172734052
"193","421D","P4","S2","T1","Dry",3,"OJIS",0.0827814569536425
"194","421D","P4","S2","T1","Dry",3,"OISS",0.0354226566992525
"195","421D","P4","S2","T1","Dry",3,"AC",0.0294900675814049
"196","421D","P4","S2","T1","Dry",3,"AISM",0.0810861639333051
"197","421D","P4","S2","T1","Dry",3,"AISC",0.0533083342013587
"198","421D","P4","S2","T1","Dry",3,"AJIS",0.0861370716510903
"199","422D","P4","S2","T2","Dry",3,"OC",0.0238013323007685
"200","422D","P4","S2","T2","Dry",3,"OIM",0.0239937245283776
"201","422D","P4","S2","T2","Dry",3,"OISM",0.014713200053225
"202","422D","P4","S2","T2","Dry",3,"OJIS",0.0143835771759739
"203","422D","P4","S2","T2","Dry",3,"OISS",0.0113186191284663
"204","422D","P4","S2","T2","Dry",3,"AC",0.00844704353476278
"205","422D","P4","S2","T2","Dry",3,"AISM",0.0377854291641391
"206","422D","P4","S2","T2","Dry",3,"AISC",0.0193179756938147
"207","422D","P4","S2","T2","Dry",3,"AJIS",0.0395767966251821
"208","423D","P4","S2","T3","Dry",3,"OC",0.0247389173866212
"209","423D","P4","S2","T3","Dry",3,"OIM",0.0230562047247332
"210","423D","P4","S2","T3","Dry",3,"OISM",0.0221760321444582
"211","423D","P4","S2","T3","Dry",3,"OJIS",0.0230301269522653
"212","423D","P4","S2","T3","Dry",3,"OISS",0.0175182481751824
"213","423D","P4","S2","T3","Dry",3,"AC",0.0097497350615473
"214","423D","P4","S2","T3","Dry",3,"AISM",0.0239927448495794
"215","423D","P4","S2","T3","Dry",3,"AISC",0.0106145251396648
"216","423D","P4","S2","T3","Dry",3,"AJIS",0.0249810875925494
"217","511D","P5","S1","T1","Dry",4,"OC",0.0228986475051799
"218","511D","P5","S1","T1","Dry",4,"OIM",0.0221260574055059
"219","511D","P5","S1","T1","Dry",4,"OISM",0.032221940500338
"220","511D","P5","S1","T1","Dry",4,"OJIS",0.0313525912120994
"221","511D","P5","S1","T1","Dry",4,"OISS",0.057945647167204
"222","511D","P5","S1","T1","Dry",4,"AC",0.00989863794741841
"223","511D","P5","S1","T1","Dry",4,"AISM",0.000824398634617585
"224","511D","P5","S1","T1","Dry",4,"AISC",0.000468284376330286
"225","511D","P5","S1","T1","Dry",4,"AJIS",0.000270974283666403
"226","512D","P5","S1","T2","Dry",4,"OC",0.00408014306047233
"227","512D","P5","S1","T2","Dry",4,"OIM",0.00751556381782925
"228","512D","P5","S1","T2","Dry",4,"OISM",0.0129526957387071
"229","512D","P5","S1","T2","Dry",4,"OJIS",0.0127287563056008
"230","512D","P5","S1","T2","Dry",4,"OISS",0.0716660273622299
"231","512D","P5","S1","T2","Dry",4,"AC",0.035230352303523
"232","512D","P5","S1","T2","Dry",4,"AISM",0.0108478447045389
"233","512D","P5","S1","T2","Dry",4,"AISC",0.0204853066699183
"234","512D","P5","S1","T2","Dry",4,"AJIS",0.0107065121477734
"235","513D","P5","S1","T3","Dry",4,"OC",0.00617880950079397
"236","513D","P5","S1","T3","Dry",4,"OIM",0.0114535494937199
"237","513D","P5","S1","T3","Dry",4,"OISM",0.0121698250375613
"238","513D","P5","S1","T3","Dry",4,"OJIS",0.0125703491126581
"239","513D","P5","S1","T3","Dry",4,"OISS",0.0315111005013129
"240","513D","P5","S1","T3","Dry",4,"AC",0.034979544126242
"241","513D","P5","S1","T3","Dry",4,"AISM",0.0225988700564972
"242","513D","P5","S1","T3","Dry",4,"AISC",0.0273790561143221
"243","513D","P5","S1","T3","Dry",4,"AJIS",0.0219113579041575
"244","521D","P5","S2","T1","Dry",4,"OC",0.00852325798617604
"245","521D","P5","S2","T1","Dry",4,"OIM",0.00837499682765275
"246","521D","P5","S2","T1","Dry",4,"OISM",0.0119869853746537
"247","521D","P5","S2","T1","Dry",4,"OJIS",0.012336414173275
"248","521D","P5","S2","T1","Dry",4,"OISS",0.0229166666666666
"249","521D","P5","S2","T1","Dry",4,"AC",0.0151660684495223
"250","521D","P5","S2","T1","Dry",4,"AISM",0.00711462450592892
"251","521D","P5","S2","T1","Dry",4,"AISC",0.0125889436234264
"252","521D","P5","S2","T1","Dry",4,"AJIS",0.00672264943152334
"253","522D","P5","S2","T2","Dry",4,"OC",0.13292573496981
"254","522D","P5","S2","T2","Dry",4,"OIM",0.112238217709342
"255","522D","P5","S2","T2","Dry",4,"OISM",0.150831715579917
"256","522D","P5","S2","T2","Dry",4,"OJIS",0.146739381614826
"257","522D","P5","S2","T2","Dry",4,"OISS",0.144094644094644
"258","522D","P5","S2","T2","Dry",4,"AC",0.057186325398246
"259","522D","P5","S2","T2","Dry",4,"AISM",0.0932825224312479
"260","522D","P5","S2","T2","Dry",4,"AISC",0.0593424218123496
"261","522D","P5","S2","T2","Dry",4,"AJIS",0.0917386185243327
"262","523D","P5","S2","T3","Dry",4,"OC",0.0487099241544003
"263","523D","P5","S2","T3","Dry",4,"OIM",0.0654313506053461
"264","523D","P5","S2","T3","Dry",4,"OISM",0.0651857496666032
"265","523D","P5","S2","T3","Dry",4,"OJIS",0.0635781315868623
"266","523D","P5","S2","T3","Dry",4,"OISS",0.0328947368421053
"267","523D","P5","S2","T3","Dry",4,"AC",0.058348067693862
"268","523D","P5","S2","T3","Dry",4,"AISM",0.0937496278358906
"269","523D","P5","S2","T3","Dry",4,"AISC",0.0600747341189997
"270","523D","P5","S2","T3","Dry",4,"AJIS",0.0929698321002669
"271","611D","P6","S1","T1","Dry",4,"OC",0.0994919222725917
"272","611D","P6","S1","T1","Dry",4,"OIM",0.103439156534865
"273","611D","P6","S1","T1","Dry",4,"OISM",0.119871914411389
"274","611D","P6","S1","T1","Dry",4,"OJIS",0.121642129636873
"275","611D","P6","S1","T1","Dry",4,"OISS",0.117077175697865
"276","611D","P6","S1","T1","Dry",4,"AC",0.180231065468549
"277","611D","P6","S1","T1","Dry",4,"AISM",0.101354551482429
"278","611D","P6","S1","T1","Dry",4,"AISC",0.118741450068399
"279","611D","P6","S1","T1","Dry",4,"AJIS",0.101338113471372
"280","612D","P6","S1","T2","Dry",4,"OC",0.000632024444520707
"281","612D","P6","S1","T2","Dry",4,"OIM",0.000176024885189752
"282","612D","P6","S1","T2","Dry",4,"OISM",0.0086964991373073
"283","612D","P6","S1","T2","Dry",4,"OJIS",0.00993033635232055
"284","612D","P6","S1","T2","Dry",4,"OISS",0
"285","612D","P6","S1","T2","Dry",4,"AC",0.00238016528925622
"286","612D","P6","S1","T2","Dry",4,"AISM",0.00351852110414552
"287","612D","P6","S1","T2","Dry",4,"AISC",0.000543478260869534
"288","612D","P6","S1","T2","Dry",4,"AJIS",0.00337435224488158
"289","613D","P6","S1","T3","Dry",5,"OC",0.00733565919941248
"290","613D","P6","S1","T3","Dry",5,"OIM",0.000932842036527437
"291","613D","P6","S1","T3","Dry",5,"OISM",0.00351078729824905
"292","613D","P6","S1","T3","Dry",5,"OJIS",0.0038218872896808
"293","613D","P6","S1","T3","Dry",5,"OISS",0.0144891538334161
"294","613D","P6","S1","T3","Dry",5,"AC",0.0122632511241314
"295","613D","P6","S1","T3","Dry",5,"AISM",0.0059444813094448
"296","613D","P6","S1","T3","Dry",5,"AISC",0.00963761779850392
"297","613D","P6","S1","T3","Dry",5,"AJIS",0.00759214647895023
"298","621D","P6","S2","T1","Dry",5,"OC",0.0325558171707085
"299","621D","P6","S2","T1","Dry",5,"OIM",0.0388992873083291
"300","621D","P6","S2","T1","Dry",5,"OISM",0.041268507823165
"301","621D","P6","S2","T1","Dry",5,"OJIS",0.0409454941630661
"302","621D","P6","S2","T1","Dry",5,"OISS",0.038028802880288
"303","621D","P6","S2","T1","Dry",5,"AC",0.00666239590006412
"304","621D","P6","S2","T1","Dry",5,"AISM",0.0208940231039678
"305","621D","P6","S2","T1","Dry",5,"AISC",0.0168921987103805
"306","621D","P6","S2","T1","Dry",5,"AJIS",0.021063752276867
"307","622D","P6","S2","T2","Dry",5,"OC",0.0572341637833508
"308","622D","P6","S2","T2","Dry",5,"OIM",0.0544956511631434
"309","622D","P6","S2","T2","Dry",5,"OISM",0.0621334664214563
"310","622D","P6","S2","T2","Dry",5,"OJIS",0.0631103783743243
"311","622D","P6","S2","T2","Dry",5,"OISS",0.0324427480916031
"312","622D","P6","S2","T2","Dry",5,"AC",0.0485009671179885
"313","622D","P6","S2","T2","Dry",5,"AISM",0.0439164068979324
"314","622D","P6","S2","T2","Dry",5,"AISC",0.0469052849205324
"315","622D","P6","S2","T2","Dry",5,"AJIS",0.0446862884859442
"316","623D","P6","S2","T3","Dry",5,"OC",0.050685321897731
"317","623D","P6","S2","T3","Dry",5,"OIM",0.0440009173171908
"318","623D","P6","S2","T3","Dry",5,"OISM",0.0581478949900003
"319","623D","P6","S2","T3","Dry",5,"OJIS",0.0565583249530169
"320","623D","P6","S2","T3","Dry",5,"OISS",0.112049935297252
"321","623D","P6","S2","T3","Dry",5,"AC",0.0296933486898934
"322","623D","P6","S2","T3","Dry",5,"AISM",0.0395050752018967
"323","623D","P6","S2","T3","Dry",5,"AISC",0.0297297297297296
"324","623D","P6","S2","T3","Dry",5,"AJIS",0.037066384509174
